ImgItem__tag src,ImgItem__shortlistImage src,ImgItem__star src,caption_strong_medium_semi,tupleNew__imgCount,CR__slide src,CR__slide src 2,CR__slide src 3,CR__slide src 4,CR__slide src 5,CR__slide src 6,CR__slide src 7,CR__slide src 8,tupleNew__locationName,tupleNew__ribbon,tupleNew__propertyHeading href,tupleNew__propType,tupleNew__bOld,tupleNew__priceValWrap,tupleNew__perSqftWrap,tupleNew__area1Type,tupleNew__area2Type,tupleNew__area2Type src,tupleNew__areaType,tupleNew__area1Type 2,tupleNew__area2Type 2,tupleNew__possessionBy,tupleNew__highligtsHeading,tupleNew__unitHighlightTxt,tupleNew__unitHighlightTxt 2,tupleNew__unitHighlightTxtLast,descPtag_undefined,tupleNew__fdImg src,tupleNew__badgeWrap src,tupleNew__pbL0,tupleNew__fdBadge,tupleNew__pbL2,undefined,undefined 2,reel__leftC src,reel__imgR src,reel__imageCount,CR__slide src 9,CR__slide src 10,tupleNew__pbL1,tupleNew__locRatings src,tupleNew__locRatings,tupleNew__dotStyle,tupleNew__rera src,tupleNew__reraTags,tupleNew__dot,tupleNew__pbL1 2
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/13,https://imagecdn.99acres.com/media1/24537/12/490752086M-1715152297856.jpg,https://imagecdn.99acres.com/media1/24537/12/490752116M-1715152303879.jpg,https://imagecdn.99acres.com/media1/24537/12/490752056M-1715152306656.jpg,https://imagecdn.99acres.com/media1/24537/12/490752152M-1715152294686.jpg,https://imagecdn.99acres.com/media1/24537/12/490752194M-1715152317091.jpg,https://imagecdn.99acres.com/media1/24537/12/490752210M-1715152312683.jpg,https://imagecdn.99acres.com/media1/24537/12/490752310M-1715152395236.jpg,https://imagecdn.99acres.com/media1/24537/12/490752388M-1715152382178.jpg,Bombay Sahil Exotica,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-sahil-exotica-chandivali-central-mumbai-suburbs-1040-sq-ft-spid-S75124175,"in Chandivali, Mumbai",3 BHK Flat,₹2.97 Cr,"₹28,557 /sqft","1,040 sqft",(97 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(3  Baths),Ready To Move,Highlights :,East Facing,Gated Society,+2,"Check out this 3 bhk apartment for sale in bombay sahil exotica, a popular residential project that houses in-Demand flats in chandivali, central mumbai. The flat is facing the east direction. The flat occupies a carpet area of 1040 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . This flat lies on the 9th level of a 13 storey building. This is a ready to move project and the property is 1-5 y...",,,,,Gurukripa interprises,View Number,Contact,,,,https://imagecdn.99acres.com/media1/24537/12/490752540M-1715152399954.jpg,https://imagecdn.99acres.com/media1/24537/12/490752564M-1715152409223.jpg,Dealer,,,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,·,3w ago
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/16,https://imagecdn.99acres.com/media1/25077/4/501544815M-1719745089864.jpg,https://imagecdn.99acres.com/media1/25077/4/501544991M-1719745150024.jpg,https://imagecdn.99acres.com/media1/25077/5/501545993M-1719745510012.jpg,https://imagecdn.99acres.com/media1/25077/6/501546071M-1719745564905.jpg,https://imagecdn.99acres.com/media1/25077/5/501545029M-1719745150806.jpg,https://imagecdn.99acres.com/media1/25077/5/501545085M-1719745198537.jpg,https://imagecdn.99acres.com/media1/25077/5/501545319M-1719745268357.jpg,https://imagecdn.99acres.com/media1/25077/5/501545389M-1719745324467.jpg,Oberoi Splendor,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-oberoi-splendor-jogeshwari-east-mumbai-andheri-dahisar-1377-sq-ft-spid-S76053185,"in Jogeshwari East, Mumbai",3 BHK Flat,₹4.5 Cr,"₹32,679 /sqft","1,377 sqft",(128 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Super Built-up Area,3 BHK,(2  Baths),Ready To Move,Highlights :,North-East Facing,Jogesgwari Metro Station  within 2km,+2,"This beautiful 3 bhk flat in jogeshwari east, western mumbai is situated in oberoi splendor, one of the popular residential society in western mumbai. This residential flat is north-East-Facing direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1377 sq.Ft. This flat is situated on the 20th floor...",https://static.99acres.com/universalapp/img/projectnoimage.webp,https://static.99acres.com/universalapp/img/FDbadge.png,1mo ago,FEATURED DEALER,SK ESTATE AGENCY,View Number,Contact,,,,https://imagecdn.99acres.com/media1/25077/5/501545741M-1719745442686.jpg,https://imagecdn.99acres.com/media1/25077/5/501545789M-1719745446514.jpg,,https://static.99acres.com/universalapp/img/StarNew.png,4.4,,,,,
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/10,https://imagecdn.99acres.com/media1/24267/15/485355518M-1718360609154.jpg,https://imagecdn.99acres.com/media1/24267/16/485356730M-1718360613042.jpg,https://imagecdn.99acres.com/media1/24267/16/485356410M-1718360610802.jpg,https://imagecdn.99acres.com/media1/24267/16/485356530M-1718360613193.jpg,https://imagecdn.99acres.com/media1/24267/16/485356868M-1718360621635.jpg,https://imagecdn.99acres.com/media1/24267/16/485356328M-1718360611041.jpg,https://imagecdn.99acres.com/media1/24267/16/485356470M-1718360611326.jpg,https://imagecdn.99acres.com/media1/24267/16/485356860M-1718360618792.jpg,Shapoorji Pallonji Astron,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-astron-kandivali-east-mumbai-andheri-dahisar-1071-sq-ft-r1-spid-Z74648597,"in Kandivali East, Mumbai",3 BHK Flat,₹3.2 Cr,"₹29,878 /sqft","1,071 sqft",(100 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(3  Baths),Ready To Move,,,,,"Looking for a 3 bhk property for sale in western mumbai? Buy this 3 bhk flat in shapoorji pallonji astron that is situated in kandivali east, western mumbai. Containing 3 bedroom(s), 3 bathrooms and 1 balcony, this flat is spread over a carpet area of 1071 sq.Ft. The flat has a total of 44 floors and this property is situated on 2nd floor. This 0-1 year old property is available for immediate p...",,,,,Dhanlaxmi Housing Agency,View Number,Contact,,,,https://imagecdn.99acres.com/media1/24267/16/485356522M-1718360613114.jpg,https://imagecdn.99acres.com/media1/24267/15/485355426M-1718360607800.jpg,Dealer,,,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,·,1mo ago
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,https://static.99acres.com/universalapp/img/star_fomo.svg,2 people viewed this property yesterday,1/14,https://imagecdn.99acres.com/media1/24890/9/497809665M-1718178677662.jpg,https://imagecdn.99acres.com/media1/24890/10/497810097M-1718178733018.jpg,https://imagecdn.99acres.com/media1/24890/9/497809903M-1718178726411.jpg,https://imagecdn.99acres.com/media1/24890/10/497810261M-1718178782218.jpg,https://imagecdn.99acres.com/media1/24890/10/497810559M-1718178802664.jpg,https://imagecdn.99acres.com/media1/24890/10/497810777M-1718178841452.jpg,https://imagecdn.99acres.com/media1/24890/10/497810171M-1718178784011.jpg,https://imagecdn.99acres.com/media1/24890/10/497810631M-1718178804334.jpg,HDIL Metropolis Residences,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hdil-metropolis-residences-4-bunglows-mumbai-andheri-dahisar-1952-sq-ft-spid-Q75735209,"in 4 Bunglows, Andheri West",3 BHK Flat,₹3.9 Cr,"₹19,979 /sqft","1,952 sqft",(181 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Super Built-up Area,3 BHK,(3  Baths),Ready To Move,Highlights :,North Facing,Gyankendra Nearby,+2,"Hdil metropolis residences is one of the most popular destination for buying apartments/ flats in 4 bunglows, western mumbai. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is north-Facing direction. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1952 sq.Ft. The residential buildi...",,,,,RealtyHub India Property Solutions,View Number,Contact,,,,https://imagecdn.99acres.com/media1/24890/10/497810699M-1718178842339.jpg,https://imagecdn.99acres.com/media1/24890/9/497809731M-1718178700841.jpg,Dealer,,,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,·,1mo ago
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,Peninsula Salsette 27,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-peninsula-salsette-27-byculla-east-south-mumbai-1191-sq-ft-spid-X75164401,"in Byculla East, Mumbai",3 BHK Flat,₹7 Cr,"₹58,774 /sqft","1,191 sqft",(111 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(3  Baths),Ready To Move,Highlights :,Gated Society,Corner Property,+2,"This lovely 3 bhk apartment/flat in byculla east is available for sale in one of mumbai south's most popular projects, peninsula salsette 27. Constructed on a carpet area of 1191 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms . This flat lies on the 24th level of a 71 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The fl...",,,,,Seabury Realtors,View Number,Contact,https://imagecdn.99acres.com/media1/24560/12/491212370M-1715327486443.jpg,https://imagecdn.99acres.com/media1/24567/3/491343554T-1715359620440.jpg,+6 more,,,Dealer,,,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,·,3w ago
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,https://static.99acres.com/universalapp/img/star_fomo.svg,2 people shortlisted this property this week,1/15,https://imagecdn.99acres.com/media1/24829/13/496593118M-1717660613766.jpg,https://imagecdn.99acres.com/media1/24829/11/496591980M-1717660521207.jpg,https://imagecdn.99acres.com/media1/24829/14/496594454M-1717660807992.jpg,https://imagecdn.99acres.com/media1/24829/12/496592662M-1717660568801.jpg,https://imagecdn.99acres.com/media1/24829/14/496594480M-1717660815201.jpg,https://imagecdn.99acres.com/media1/24829/14/496594800M-1717660904234.jpg,https://imagecdn.99acres.com/media1/24829/12/496592556M-1717660576902.jpg,https://imagecdn.99acres.com/media1/24829/14/496594278M-1717660754434.jpg,Omkar Alta Monte,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-omkar-alta-monte-malad-east-mumbai-andheri-dahisar-1833-sq-ft-spid-K75631659,"in Malad East, Mumbai",3 BHK Flat,₹4.8 Cr,"₹26,186 /sqft","1,833 sqft",(170 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(5  Baths),Ready To Move,Highlights :,East Facing,Recently Renovated,+2,"This beautiful 3 bhk flat in malad east, western mumbai is situated in omkar alta monte, one of the popular residential society in western mumbai. This residential flat is east-Facing direction. Constructed on a carpet area of 1833 sq.Ft., the flat comprises 3 bedroom(s), 5 bathrooms and more than 3 balconies. The flat has a total of 62 floors and this property is situated on 23rd floor. An add...",,,1mo ago,FEATURED DEALER,Right Property Solution,View Number,Contact,,,,https://imagecdn.99acres.com/media1/24829/14/496594544M-1717660816046.jpg,https://imagecdn.99acres.com/media1/24829/14/496594788M-1717660904840.jpg,,https://static.99acres.com/universalapp/img/StarNew.png,4.3,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,,
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/15,https://imagecdn.99acres.com/media1/24830/5/496605084M-1717662549474.jpg,https://imagecdn.99acres.com/media1/24830/5/496605972M-1717662698997.jpg,https://imagecdn.99acres.com/media1/24830/5/496605984M-1717662723243.jpg,https://imagecdn.99acres.com/media1/24830/5/496605264M-1717662609246.jpg,https://imagecdn.99acres.com/media1/24830/5/496605998M-1717662723224.jpg,https://imagecdn.99acres.com/media1/24830/6/496606276M-1717662759533.jpg,https://imagecdn.99acres.com/media1/24830/5/496605158M-1717662625690.jpg,https://imagecdn.99acres.com/media1/24830/5/496605980M-1717662712167.jpg,Omkar Alta Monte,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-omkar-alta-monte-malad-east-mumbai-andheri-dahisar-1833-sq-ft-spid-X75632897,"in Malad East, Mumbai",3 BHK Flat,₹5.2 Cr,"₹28,368 /sqft","1,833 sqft",(170 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(5  Baths),Ready To Move,Highlights :,East Facing,Recently Renovated,+2,"Omkar alta monte is one of western mumbai's most sought after destination for apartments and this 3 bhk flat in malad east is your opportunity to be a part of this community. This is a east-Facing property. The flat occupies a carpet area of 1833 sq.Ft. That consists of 3 bedrooms, 5 bathrooms and more than 3 balconies. This flat is situated on the 34th floor of this 62 floors tall residential ...",,,1mo ago,FEATURED DEALER,Right Property Solution,View Number,Contact,,,,https://imagecdn.99acres.com/media1/24830/5/496605996M-1717662707716.jpg,https://imagecdn.99acres.com/media1/24830/6/496606006M-1717662745675.jpg,,https://static.99acres.com/universalapp/img/StarNew.png,4.3,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,,
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/14,https://imagecdn.99acres.com/media1/25196/17/503937967M-1720692617785.jpg,https://imagecdn.99acres.com/media1/25196/18/503938017M-1720692733749.jpg,https://imagecdn.99acres.com/media1/25196/18/503938151M-1720692728477.jpg,https://imagecdn.99acres.com/media1/25196/18/503938917M-1720692786122.jpg,https://imagecdn.99acres.com/media1/25196/18/503938241M-1720692756610.jpg,https://imagecdn.99acres.com/media1/25196/18/503938311M-1720692717695.jpg,https://imagecdn.99acres.com/media1/25196/18/503938341M-1720692717496.jpg,https://imagecdn.99acres.com/media1/25196/18/503938563M-1720692738457.jpg,Sky City by Oberoi Realty,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sky-city-by-oberoi-realty-borivali-east-mumbai-andheri-dahisar-1095-sq-ft-spid-L76260119,"in Borivali East, Mumbai",3 BHK Flat,₹5 Cr,"₹45,662 /sqft","1,095 sqft",(102 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(3  Baths),Ready To Move,Highlights :,East Facing,Fresh Construction,+2,"Located in the popular residential address of borivali east, western mumbai, sky city by oberoi realty is one of the most preferred destination for apartments in western mumbai. This 3 bhk flat is your ticket to be a part of this community. This residential flat is east-Facing direction. The flat occupies a carpet area of 1095 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . This flat is situa...",https://static.99acres.com/universalapp/img/projectnoimage.webp,https://static.99acres.com/universalapp/img/FDbadge.png,2w ago,FEATURED DEALER,STAR ESTATE CONSULTANTS,View Number,Contact,,,,https://imagecdn.99acres.com/media1/25196/18/503938621M-1720692763750.jpg,https://imagecdn.99acres.com/media1/25196/18/503938711M-1720692783040.jpg,,https://static.99acres.com/universalapp/img/StarNew.png,4.3,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,,
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/13,https://imagecdn.99acres.com/media1/25196/16/503936033M-1720692372072.jpg,https://imagecdn.99acres.com/media1/25196/16/503936149M-1720692371919.jpg,https://imagecdn.99acres.com/media1/25196/16/503936125M-1720692373126.jpg,https://imagecdn.99acres.com/media1/25196/15/503935423M-1720692244591.jpg,https://imagecdn.99acres.com/media1/25196/15/503935535M-1720692253629.jpg,https://imagecdn.99acres.com/media1/25196/15/503935609M-1720692310023.jpg,https://imagecdn.99acres.com/media1/25196/15/503935559M-1720692262920.jpg,https://imagecdn.99acres.com/media1/25196/15/503935725M-1720692308546.jpg,Sky City by Oberoi Realty,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sky-city-by-oberoi-realty-borivali-east-mumbai-andheri-dahisar-1095-sq-ft-spid-U76259919,"in Borivali East, Mumbai",3 BHK Flat,₹4.6 Cr,"₹42,009 /sqft","1,095 sqft",(102 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(3  Baths),Ready To Move,Highlights :,East Facing,Fresh Construction,+2,"Looking for a 3 bhk property for sale in western mumbai? Buy this 3 bhk flat in sky city by oberoi realty that is situated in borivali east, western mumbai. This residential flat is east-Facing direction. The flat occupies a carpet area of 1095 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . The residential building has 61 floors in total and the flat for sale is located on the 18th floor. Th...",https://static.99acres.com/universalapp/img/projectnoimage.webp,https://static.99acres.com/universalapp/img/FDbadge.png,2w ago,FEATURED DEALER,STAR ESTATE CONSULTANTS,View Number,Contact,,,,https://imagecdn.99acres.com/media1/25196/15/503935841M-1720692320241.jpg,https://imagecdn.99acres.com/media1/25196/15/503935653M-1720692304386.jpg,,https://static.99acres.com/universalapp/img/StarNew.png,4.3,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,,
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/17,https://imagecdn.99acres.com/media1/25044/16/500896265M-1719475633516.jpg,https://imagecdn.99acres.com/media1/25044/16/500896323M-1719475627685.jpg,https://imagecdn.99acres.com/media1/25044/16/500896379M-1719475637842.jpg,https://imagecdn.99acres.com/media1/25044/16/500896169M-1719475622582.jpg,https://imagecdn.99acres.com/media1/25044/17/500897333M-1719475762230.jpg,https://imagecdn.99acres.com/media1/25044/16/500896641M-1719475662721.jpg,https://imagecdn.99acres.com/media1/25044/16/500896695M-1719475654595.jpg,https://imagecdn.99acres.com/media1/25044/16/500896843M-1719475687098.jpg,Kalpataru Radiance,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-radiance-goregaon-west-mumbai-andheri-dahisar-12301-sq-ft-spid-T76003585,"in Goregaon West, Mumbai",3 BHK Flat,₹4.3 Cr,"₹3,492 /sqft","12,313 sqft","(1,144 sqm)",https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(4  Baths),Ready To Move,Highlights :,East Facing,Fresh Construction,+2,"This 3 bhk flat is located in kalpataru radiance, which houses some of the most spacious flats in goregaon west, western mumbai. This residential flat is east-Facing direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 1144 sq.Ft. The property is located on the 15th floor of a 33 floors tall building. As th...",https://static.99acres.com/universalapp/img/projectnoimage.webp,https://static.99acres.com/universalapp/img/FDbadge.png,1mo ago,FEATURED DEALER,STAR ESTATE CONSULTANTS,View Number,Contact,,,,https://imagecdn.99acres.com/media1/25044/16/500896935M-1719475682550.jpg,https://imagecdn.99acres.com/media1/25044/17/500897059M-1719475687188.jpg,,,,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,,
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,https://static.99acres.com/universalapp/img/star_fomo.svg,4 people viewed this property this week,1/14,https://imagecdn.99acres.com/media1/24747/17/494957642M-1716965445429.jpg,https://imagecdn.99acres.com/media1/24747/17/494957682M-1716965448043.jpg,https://imagecdn.99acres.com/media1/24747/17/494957700M-1716965445595.jpg,https://imagecdn.99acres.com/media1/24747/17/494957538M-1716965463747.jpg,https://imagecdn.99acres.com/media1/24747/17/494957706M-1716965463634.jpg,https://imagecdn.99acres.com/media1/24747/17/494957712M-1716965430429.jpg,https://imagecdn.99acres.com/media1/24747/17/494957714M-1716965453088.jpg,https://imagecdn.99acres.com/media1/24747/17/494957728M-1716965454336.jpg,Kalpataru Estate,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-estate-j-v-l-r-mumbai-andheri-dahisar-850-sq-ft-r5-spid-U60509964,"in JVLR, Andheri East",3 BHK Flat,₹3.35 Cr,"₹39,411 /sqft",850 sqft,(79 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(2  Baths),Ready To Move,,,,,"This is unfurnished 3 bhk flat for sale in jvlr ,mumbai andheri-Dahisar. It has 2 bathroom(s). The apartment has a single balcony. It has carpet area of 850 sq.Ft. It is on the 18th floor of 21 floors. The expected price of this property is rs 3.1 crore () It offers covered parking and 1 open parking. This is a co-Operative society property. Additional details : Piped gas facility is available ...",https://static.99acres.com/universalapp/img/projectnoimage.webp,https://static.99acres.com/universalapp/img/FDbadge.png,1mo ago,FEATURED DEALER,STAR ESTATE CONSULTANTS,View Number,Contact,,,,https://imagecdn.99acres.com/media1/24747/17/494957720M-1716965462938.jpg,https://imagecdn.99acres.com/media1/24747/17/494957776M-1716965448905.jpg,,https://static.99acres.com/universalapp/img/StarNew.png,4.2,,,,,
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/15,https://imagecdn.99acres.com/media1/24917/4/498344347M-1718366179797.jpg,https://imagecdn.99acres.com/media1/24917/4/498344369M-1718366187253.jpg,https://imagecdn.99acres.com/media1/24917/4/498344423M-1718366192862.jpg,https://imagecdn.99acres.com/media1/24917/4/498344279M-1718366181952.jpg,https://imagecdn.99acres.com/media1/24917/5/498345131M-1718366269064.jpg,https://imagecdn.99acres.com/media1/24917/4/498344517M-1718366185629.jpg,https://imagecdn.99acres.com/media1/24917/4/498344543M-1718366211979.jpg,https://imagecdn.99acres.com/media1/24917/4/498344583M-1718366214393.jpg,Triumph Towers,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-triumph-towers-malad-west-mumbai-andheri-dahisar-1125-sq-ft-r1-spid-J73872827,"in Malad West, Mumbai",3 BHK Flat,₹3.3 Cr,"₹29,333 /sqft","1,125 sqft",(105 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Carpet Area,3 BHK,(3  Baths),Ready To Move,Highlights :,East Facing,saraff within 250m,+2,"Triumph towers is one of western mumbai's most sought after destination for apartments and this 3 bhk flat in malad west is your opportunity to be a part of this community. This property faces the east direction. The flat occupies a carpet area of 1125 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . The residential building has 22 floors in total and the flat for sale is located on the 11th f...",,,,,LAVISH PROPERTIES,View Number,Contact,,,,https://imagecdn.99acres.com/media1/24917/4/498344645M-1718366242622.jpg,https://imagecdn.99acres.com/media1/24917/4/498344741M-1718366231392.jpg,Dealer,,,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,·,1mo ago
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,https://static.99acres.com/universalapp/img/star_fomo.svg,2 people shortlisted this property since last week,1/12,https://imagecdn.99acres.com/media1/24648/19/492979696M-1716122101904.jpg,https://imagecdn.99acres.com/media1/24648/19/492979778M-1716122108708.jpg,https://imagecdn.99acres.com/media1/24648/19/492979796M-1716122112542.jpg,https://imagecdn.99acres.com/media1/24648/19/492979636M-1716122048121.jpg,https://imagecdn.99acres.com/media1/24648/19/492979670M-1716122102946.jpg,https://imagecdn.99acres.com/media1/24648/19/492979812M-1716122116887.jpg,https://imagecdn.99acres.com/media1/24648/19/492979830M-1716122161954.jpg,https://imagecdn.99acres.com/media1/24648/19/492979858M-1716122166530.jpg,Dhoot New Sonali CHS,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dhoot-new-sonali-chs-malad-west-mumbai-andheri-dahisar-1050-sq-ft-spid-Y75326801,"in Malad West, Mumbai",3 BHK Flat,₹2.4 Cr,"₹22,857 /sqft","1,050 sqft",(98 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Super Built-up Area,3 BHK,(3  Baths),Ready To Move,Highlights :,East Facing,Mithchowki Nearby,+2,"Check out this 3 bhk apartment for sale in dhoot new sonali chs, a popular residential project that houses in-Demand flats in malad west, western mumbai. This is a east-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms . All in all, the flat is spread over a super built up area of 1050 sq.Ft. The residential building has 21 floors in total and the flat for sale is ...",,,,,Vicky Property Solutions,View Number,Contact,,,,https://imagecdn.99acres.com/media1/24648/19/492979818M-1716122119548.jpg,https://imagecdn.99acres.com/media1/24648/19/492979840M-1716122162125.jpg,Dealer,,,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,·,3w ago
https://static.99acres.com/universalapp/img/GreenVerified.png,https://static.99acres.com/universalapp/img/Shortlist.png,https://static.99acres.com/universalapp/img/star_fomo.svg,2 people shortlisted this property this week,1/10,https://imagecdn.99acres.com/media1/25352/7/507047343M-1721987080996.jpg,https://imagecdn.99acres.com/media1/25352/7/507047181M-1721987081327.jpg,https://imagecdn.99acres.com/media1/25352/6/507046985M-1721987049906.jpg,https://imagecdn.99acres.com/media1/25352/7/507047487M-1721987072828.jpg,https://imagecdn.99acres.com/media1/25352/7/507047671M-1721987110197.jpg,https://imagecdn.99acres.com/media1/25352/7/507047901M-1721987141683.jpg,https://imagecdn.99acres.com/media1/25352/7/507047629M-1721987083616.jpg,https://imagecdn.99acres.com/media1/25352/7/507047725M-1721987109725.jpg,Kanakia Silicon Valley,RESALE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kanakia-silicon-valley-hiranandani-gardens-powai-central-mumbai-suburbs-1629-sq-ft-spid-R76006009,"in Hiranandani Gardens Powai, Mumbai",3 BHK Flat,₹3.6 Cr,"₹36,511 /sqft","1,629 sqft",(151 sqm),https://static.99acres.com/universalapp/img/downArrowNew.png,Super Built-up Area,3 BHK,(3  Baths),Ready To Move,,,,,"Kanakia silicon valley central mumbai presents an exclusive opportunity to own a stunning home that offers all kinds of amenities and facilities. This includes a swimming pool, golf course, and easy access to jacuzzi. It also has a cafeteria, an exclusive offering only for kanakia silicon valley residents. Kanakia silicon valley has an excellent combination of comfort and convenience to suit ev...",https://static.99acres.com/universalapp/img/projectnoimage.webp,https://static.99acres.com/universalapp/img/FDbadge.png,5d ago,FEATURED DEALER,Bhoomi Realty,View Number,Contact,,,,https://imagecdn.99acres.com/media1/25352/7/507047953M-1721987135860.jpg,https://imagecdn.99acres.com/media1/25352/7/507047075M-1721987046565.jpg,,,,·,https://static.99acres.com/universalapp/img/checkLineGray.svg,RERA,,
